uid,nces_school_id,school_name,nces_district_id,district_name,date,school_year,year,time,day_of_week,city,state,school_type,enrollment,killed,injured,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale,month,day
76,421917000420,Westinghouse High School,4219170,Pittsburgh Sd,2006-02-21,2005-2006,2006,7:45 AM,Tuesday,Pittsburgh,PENNSYLVANIA,public,562,0,1,1,targeted,23,m,,,0,,NA,,,,NA,,1,561,0,0,0,NA,NA,1,AK-47,,40.4607,-79.90059,41.2,9,12,374,Allegheny County,42,42003,11,Feb,21
77,411071000300,Roseburg High School,4110710,Douglas County Sd 4,2006-02-23,2005-2006,2006,7:45 AM,Thursday,Roseburg,OREGON,public,2052,0,1,1,targeted,14,m,w,student,0,,NA,,,,NA,,1844,12,111,45,40,NA,NA,1,large-caliber handgun with hollow-point bullets,,43.208,-123.34712,92,8,12,689,Douglas County,41,41019,33,Feb,23
78,320048000211,Pine Middle School,3200480,Washoe,2006-03-14,2005-2006,2006,9:00 AM,Tuesday,Reno,NEVADA,public,868,0,2,2,indiscriminate,14,m,w,student,0,,NA,,,,NA,,502,19,293,40,14,NA,NA,0,.38-caliber pistol,father,39.47981,-119.78186,40,7,8,286,Washoe County,32,32031,12,Mar,14
79,062271003429,Venice High School,622710,Los Angeles Unified,2006-06-05,2005-2006,2006,3:10 PM,Monday,Los Angeles,CALIFORNIA,public,3210,1,0,1,targeted,21,m,b,,0,,NA,,,,NA,,413,336,2173,269,19,NA,NA,0,handgun,,33.99881,-118.44282,129.2,9,12,2063,Los Angeles County,6,6037,11,Jun,5
80,370348001447,Orange High School,3703480,Orange County Schools,2006-08-30,2006-2007,2006,1:00 PM,Wednesday,Hillsborough,NORTH CAROLINA,public,1150,0,2,2,indiscriminate,19,m,h,former student,0,,NA,,,,NA,,776,290,55,6,3,NA,NA,0,"9 mm rifle, a Mossburg 12-gauge sawed-off shotgun",,36.09233,-79.09337,66.7,9,12,276,Orange County,37,37135,41,Aug,30
81,481970008026,South Hills High School,4819700,Fort Worth Isd,2006-09-08,2006-2007,2006,1:20 PM,Friday,Fort Worth,TEXAS,public,1417,0,1,1,targeted,NA,m,,resource officer,0,,NA,,,,NA,,103,242,1053,19,0,NA,NA,1,handgun,police issued weapon,32.65726,-97.36,86.7,9,12,921,Tarrant County,48,48439,11,Sep,8
82,080237000087,Platte Canyon High School,802370,"Platte Canyon, School District No. 1, Of The County Of Park",2006-09-27,2006-2007,2006,11:40 AM,Wednesday,Bailey,COLORADO,public,476,1,0,1,targeted,53,m,w,,1,suicide,NA,,,,NA,,424,4,28,7,13,NA,NA,0,".40 S&W caliber Glock 22 pistol, Smith & Wesson .357-caliber revolver",,39.45566,-105.64543,26.2,9,12,82,Park County,8,8093,43,Sep,27
83,551647002155,Weston High School,5516470,Weston,2006-09-29,2006-2007,2006,8:10 AM,Friday,Cazenovia,WISCONSIN,public,119,1,0,1,targeted,15,m,w,student,0,,NA,,,,NA,,117,2,0,0,0,NA,NA,0,"long-barrel shotgun, 22-pistol",father,43.48211,-90.19016,10.5,9,12,35,Sauk County,55,55111,43,Sep,29
84,,West Nickel Mines Amish School,NA,,2006-10-02,2006-2007,2006,11:07 AM,Monday,Nickel Mines,PENNSYLVANIA,private,26,5,5,10,targeted,32,m,w,none; worked in community,1,suicide,NA,,,,NA,,26,0,0,0,0,NA,NA,0,"9mm handgun, a shotgun, a 30.06 rifle",purchased legally by shooter,39.960081,-76.084367,NA,,,,Lancaster County,42,42071,NA,Oct,2
85,291635002429,Memorial Middle School,2916350,Joplin R-Viii,2006-10-09,2006-2007,2006,7:45 AM,Monday,Joplin,MISSOURI,public,699,0,0,0,indiscriminate,13,m,w,student,0,,NA,,,,NA,,591,43,49,7,9,NA,NA,0,MAC 90 7.26 mm assault rifle,parent,37.08277,-94.51586,50.3,6,8,312,Jasper County,29,29097,13,Oct,9
86,530870001466,Henry Foss High School,5308700,Tacoma School District,2007-01-03,2006-2007,2007,7:30 AM,Wednesday,Tacoma,WASHINGTON,public,1749,1,0,1,targeted,18,m,,student,0,,NA,,,,NA,,692,535,139,354,29,NA,NA,0,handgun,,47.24114,-122.49364,85.4,9,12,884,Peirce County,53,53053,12,Jan,3
87,390437500382,Robert A. Taft Information Technology High School,3904375,Cincinnati City,2007-01-08,2006-2007,2007,10:45 AM,Monday,Cincinnati,OHIO,public,745,0,0,0,targeted,16,m,,student,0,,NA,,,,NA,,20,715,0,0,0,NA,NA,0,,,39.10911,-84.52183,46,9,12,397,Hamilton County,39,39061,11,Jan,8
88,421899003825,William L.sayre High School,4218990,Philadelphia City Sd,2007-01-18,2006-2007,2007,8:25 AM,Thursday,Philadelphia,PENNSYLVANIA,public,655,0,1,1,targeted,NA,m,,,0,,NA,,,,NA,,1,647,5,1,1,NA,NA,1,9 mm semi-automatic Ruger,,39.95793,-75.2374,40.4,7,12,572,Philadelphia County,42,42101,11,Jan,18
89,262382006068,Herbert Henry Dow High School,2623820,Midland Public Schools,2007-03-07,2006-2007,2007,10:57 AM,Wednesday,Midland,MICHIGAN,public,1593,0,1,1,targeted,17,m,w,girlfriend was student,1,suicide,NA,,,,NA,,1475,32,26,56,4,NA,NA,0,.44 caliber handgun,,43.64091,-84.27414,78.6,8,12,201,Midland County,26,26111,31,Mar,7
90,170993000943,Chicago Vocational Career Academy,1709930,City Of Chicago Sd 299,2007-04-09,2006-2007,2007,2:30 PM,Monday,Chicago,ILLINOIS,public,2020,0,1,1,accidental,15,m,,student,0,,NA,,,,NA,,2,1993,7,0,1,NA,NA,0,9mm handgun,,41.7372,-87.57236,105,9,12,1930,Cook County,17,17031,11,Apr,9
91,410600004183,Springwater Trail High School,4106000,Gresham-Barlow Sd 10j,2007-04-10,2006-2007,2007,2:15 PM,Tuesday,Gresham,OREGON,public,163,0,10,10,indiscriminate,15,m,,student,0,,NA,,,,NA,,133,3,17,3,4,NA,NA,0,.270 Winchester rifle with scope,stepfather,45.48655,-122.40894,11.8,9,12,51,Multnomah County,41,41051,21,Apr,10
92,482829010477,Liberty Memorial Middle School,4828290,Los Fresnos Cisd,2007-05-15,2006-2007,2007,10:00 AM,Tuesday,Los Fresnos,TEXAS,public,505,0,0,0,indiscriminate,14,m,,student,0,,NA,,,,NA,,18,0,487,0,0,NA,NA,0,.38 semiautomatic handgun,father,26.1106,-97.5108,35,6,8,187,Cameron County,48,48061,41,May,15
93,120087003862,George S. Middleton High School,1200870,Hillsborough,2007-06-06,2006-2007,2007,12:00 PM,Wednesday,Tampa,FLORIDA,public,1799,0,0,0,targeted,17,m,,former student,0,,NA,,,,NA,,268,1256,202,29,4,NA,NA,1,.22-caliber handgun,,27.99133,-82.43267,91,9,12,1091,Hillsborough County,12,12057,11,Jun,6
94,390437804449,Successtech Academy,3904378,Cleveland Municipal City,2007-10-10,2007-2008,2007,1:15 PM,Wednesday,Cleveland,OHIO,public,260,0,4,4,indiscriminate,14,m,,student,1,suicide,NA,,,,NA,,22,227,9,0,1,NA,NA,1,".22-caliber revolver, .38-caliber revolver",,41.50762,-81.6869,14,9,12,,Cuyahoga County,39,39035,11,Oct,10
95,130102000413,Groves High School,1301020,Chatham County,2007-10-15,2007-2008,2007,2:45 PM,Monday,Garden City,GEORGIA,public,1534,0,0,0,targeted,NA,m,,,0,,NA,,,,NA,,381,997,89,37,3,NA,NA,0,,,32.10841,-81.15661,90,9,12,799,Chatham County,13,13051,22,Oct,15
96,370012202591,Crossroads Charter High School,3700122,Crossroads Charter High,2008-01-16,2007-2008,2008,10:15 AM,Wednesday,Charlotte,NORTH CAROLINA,public,244,0,1,1,accidental,16,m,b,student,0,,NA,,,,NA,,5,230,8,0,1,NA,NA,0,,,35.26039,-80.77591,13,9,12,,Mecklenburg County,37,37119,11,Jan,16
97,470294001080,Hamilton High School,4702940,Memphis City School District,2008-02-04,2007-2008,2008,10:00 AM,Monday,Memphis,TENNESSEE,public,1581,0,1,1,targeted,16,m,,student,0,,NA,,,,NA,,4,1577,0,0,0,NA,NA,0,380-caliber handgun,,35.10069,-90.0174,87.9,9,12,863,Shelby County,47,47157,11,Feb,4
98,1059778,Notre Dame Elementary School,NA,,2008-02-07,2007-2008,2008,9:12 AM,Thursday,Portsmouth,OHIO,private,166,0,1,1,targeted,56,m,w,spouse of teacher,1,suicide,NA,,,,NA,,158,3,1,0,4,NA,NA,0,,,38.735563,-82.986607,14,PK,6,,Scioto County,39,39145,31,Feb,7
99,470294001122,Mitchell High School,4702940,Memphis City School District,2008-02-11,2007-2008,2008,9:00 AM,Monday,Memphis,TENNESSEE,public,1110,0,1,1,targeted,17,m,,student,0,,NA,,,,NA,,0,1109,0,1,0,NA,NA,1,.22-caliber pistol,purchased from someone in apartment complex,35.05595,-90.08589,53.8,9,12,787,Shelby County,47,47157,11,Feb,11
100,061785002199,E.o. Green Junior High School,617850,Hueneme Elementary,2008-02-12,2007-2008,2008,8:15 AM,Tuesday,Oxnard,CALIFORNIA,public,1065,1,0,1,targeted,14,m,,student,0,,NA,,,,NA,,125,49,829,58,4,NA,NA,0,.22-caliber handgun,relative,34.16568,-119.1814,50,6,8,775,Ventura County,6,6111,12,Feb,12
101,,Friends Of Children Head Start Center,NA,,2008-03-18,2007-2008,2008,1:00 PM,Tuesday,Carthage,MISSISSIPPI,private,100,1,1,2,targeted,23,,,,NA,,NA,,,,NA,,NA,,,NA,NA,NA,NA,0,.45-caliber handgun,,NA,NA,NA,PK,PK,,Leake County,28,28079,32,Mar,18
102,061455001762,Roosevelt High School,614550,Fresno Unified,2008-04-16,2007-2008,2008,11:54 AM,Wednesday,Fresno,CALIFORNIA,public,2735,1,0,1,targeted,38,m,,resource officer,0,,NA,,,,NA,,130,112,2039,444,10,NA,NA,1,pistol,department issued,36.74302,-119.7537,137.6,9,12,2466,Fresno County,6,6019,11,Apr,16
103,470222000775,Central High School,4702220,Knox County School District,2008-08-21,2008-2009,2008,8:10 AM,Thursday,Knoxville,TENNESSEE,public,1210,1,0,1,targeted,15,m,,student,0,,NA,,,,NA,,872,254,55,25,4,NA,NA,1,"small-caliber, semiautomatic pistol",,36.0392,-83.9216,79.5,9,12,569,Knox County,47,47093,12,Aug,21
104,120018000169,Dillard High School,1200180,Broward,2008-11-12,2008-2009,2008,11:00 AM,Wednesday,Fort Lauderdale,FLORIDA,public,1758,1,0,1,targeted,15,f,b,student,0,,NA,,,,NA,,80,1576,76,6,1,NA,NA,1,.22-caliber semi-automatic handgun,family member,26.1383,-80.176,149.4,9,12,1193,Broward County,12,12011,12,Nov,12
105,261200004670,Central High School,2612000,Detroit City School District,2009-02-17,2008-2009,2009,2:00 PM,Tuesday,Detroit,MICHIGAN,public,919,0,2,2,targeted,17,m,,non-student,0,,NA,,,,NA,,4,913,0,0,2,NA,NA,1,handgun,,42.3837,-83.1115,57.2,9,12,640,Wayne County,26,26163,11,Feb,17
106,061674002125,John Muir Elementary School,616740,Hayward Unified,2009-02-20,2008-2009,2009,12:00 PM,Friday,Hayward,CALIFORNIA,public,354,0,0,0,targeted,NA,h,m,,0,,NA,,,,NA,,13,54,252,34,1,NA,NA,0,shotgun,,37.6566,-122.083,20.4,KG,6,,Alameda County,6,6001,12,Feb,20
107,120048000691,Ribault High School,1200480,Duval,2009-03-10,2008-2009,2009,7:22 AM,Tuesday,Jacksonville,FLORIDA,public,1131,0,0,0,targeted,NA,,,,0,,NA,,,,NA,,53,1051,15,2,0,NA,NA,0,,,30.3895,-81.707,67.4,9,12,609,Duval County,12,12031,11,Mar,10
108,220090000711,Larose-Cut Off Middle School,2200900,Lafourche Parish,2009-05-18,2008-2009,2009,9:00 AM,Monday,Larose,LOUISIANA,public,512,0,0,0,targeted,15,m,,student,1,suicide,NA,,,,NA,,405,28,23,15,41,NA,NA,0,25-caliber nickel plate semi-automatic,father,29.5004,-90.3295,37.8,6,8,265,Lafourche Parish,22,22057,41,May,18
109,090003101405,Stamford Academy,900031,Stamford Academy,2009-09-08,2009-2010,2009,8:05 AM,Tuesday,Stamford,CONNECTICUT,public,131,0,0,0,targeted,16,m,,student,0,,NA,,,,NA,,7,89,33,2,0,NA,NA,0,.22-caliber pistol,,41.059329,-73.536464,8,9,12,111,Fairfield County,9,9001,12,Sep,8
110,510189000805,Virginia Randolph Community High School,5101890,Henrico Co Pblc Schs,2009-09-16,2009-2010,2009,12:30 PM,Wednesday,Glen Allen,VIRGINIA,public,292,0,0,0,targeted,16,m,,student,0,,NA,,,,NA,,66,186,13,3,0,NA,NA,0,.40-caliber handgun,,37.661586,-77.483135,30.18,8,12,237,Henrico County,51,51087,21,Sep,16
111,360002101704,Mattituck Junior-Senior High School,3600021,Mattituck-Cutchogue Union Free School District,2009-10-08,2009-2010,2009,2:00 PM,Thursday,Mattituck,NEW YORK,public,812,0,1,1,accidental,28,m,,,0,,NA,,,,NA,,736,24,43,8,0,0,0,0,22-caliber rifle,mother,40.996241,-72.529205,68.28,7,12,86,Suffolk County,36,36103,31,Oct,8
112,450249000244,Carolina Forest High School,4502490,Horry 01,2009-10-16,2009-2010,2009,8:25 AM,Friday,Conway,SOUTH CAROLINA,public,1958,1,0,1,targeted,NA,m,w,school resource officer,0,,NA,,,,NA,,1400,309,124,60,25,NA,NA,1,.40 caliber Glock,department issued,33.780761,-78.97152,102.5,9,12,901,Horry County,45,45051,41,Oct,16
113,220030000208,Booker T. Washington High School,2200300,Caddo Parish,2009-12-11,2009-2010,2009,8:10 AM,Friday,Shreveport,LOUISIANA,public,336,0,1,1,targeted,28,m,b,ex-boyfriend of student,0,,NA,,,,NA,,1,335,0,0,0,NA,NA,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12,Dec,11
114,010000800495,Discovery Middle School,100008,Madison City,2010-02-05,2009-2010,2010,1:45 PM,Friday,Madison,ALABAMA,public,1000,1,0,1,targeted,14,m,a,student,0,,NA,,,,NA,,707,188,27,50,8,NA,NA,1,.22-caliber pistol,friend's home,34.740322,-86.741148,54.5,7,9,176,Madison County,1,1089,22,Feb,5
115,080480001315,Deer Creek Middle School,804800,Jefferson County School District No. R-1,2010-02-23,2009-2010,2010,3:14 PM,Tuesday,Littleton,COLORADO,public,516,0,2,2,indiscriminate,32,m,w,,0,,NA,,,,NA,,436,7,46,23,4,NA,NA,0,hunting rifle,,39.5869,-105.102,28.2,7,8,60,Jefferson County,8,8059,21,Feb,23
116,510300001255,Woodrow Wilson High School,5103000,Portsmouth City Pblc Schs,2010-04-28,2009-2010,2010,12:15 PM,Wednesday,Portsmouth,VIRGINIA,public,1309,0,0,0,indiscriminate,15,m,b,student,0,,NA,,,,NA,,446,818,22,19,4,NA,NA,0,handgun,,36.815009,-76.381349,64.33,9,12,695,Portsmouth City,51,51740,12,Apr,28
117,062271003364,South Gate High School,622710,Los Angeles Unified,2010-05-18,2009-2010,2010,7:51 AM,Tuesday,South Gate,CALIFORNIA,public,3289,0,1,1,targeted,15,m,,student,0,,NA,,,,NA,,12,11,3251,3,10,0,2,0,,,33.954604,-118.209757,126.1,9,12,2373,Los Angeles County,6,6037,21,May,18
118,470399001624,Sullivan Central High School,4703990,Sullivan County,2010-08-30,2010-2011,2010,9:10 AM,Monday,Blountville,TENNESSEE,public,1115,1,0,1,targeted,NA,,,police officer,0,,NA,,,,NA,,1097,7,6,3,1,0,1,1,handgun,department issued,36.531336,-82.387049,67.7,9,12,386,Sullivan County,47,47163,41,Aug,30
119,450249000639,Socastee High School,4502490,Horry 01,2010-09-21,2010-2011,2010,2:00 PM,Tuesday,Conway,SOUTH CAROLINA,public,1453,0,1,1,targeted,14,m,w,student,0,,NA,,,,NA,,1143,119,98,37,1,5,50,1,revolver,parent,33.6788,-79.004328,80.8,9,12,678,Horry County,45,45051,22,Sep,21
120,063398005332,Alisal High School,633980,Salinas Union High,2010-10-01,2010-2011,2010,7:53 AM,Friday,Salinas,CALIFORNIA,public,2478,1,0,1,targeted,NA,m,,,0,,NA,,,,NA,,14,10,2420,28,1,5,0,0,,,36.686184,-121.595961,NA,3,12,1869,Monterey County,6,6053,12,Oct,1
121,060750000711,Kelly Elementary School,607500,Carlsbad Unified,2010-10-08,2010-2011,2010,12:00 PM,Friday,Carlsbad,CALIFORNIA,public,477,0,2,2,indiscriminate,41,m,w,none,0,,NA,,,,NA,,314,12,67,36,3,0,45,0,.357-caliber magnum revolver,,33.14836,-117.311227,NA,KG,5,45,San Diego County,6,6073,12,Oct,8
122,550870000995,Marinette High School,5508700,Marinette School District,2010-11-29,2010-2011,2010,1:30 PM,Monday,Marinette,WISCONSIN,public,690,0,0,0,hostage suicide,15,m,w,student,1,suicide,NA,,,,NA,,658,4,17,2,8,1,0,0,handgun,,45.084351,-87.629512,44.69,9,12,283,Marinette County,55,55075,41,Nov,29
123,317374001251,Millard South High School,3173740,Millard Public Schools,2011-01-05,2010-2011,2011,12:45 PM,Wednesday,Omaha,NEBRASKA,public,2043,1,2,3,targeted and indiscriminate,17,m,b,student,1,suicide,NA,,,,NA,,1668,79,186,32,12,6,60,0,Glock .40-caliber S&W pistol,father,41.203481,-96.146049,135.5,9,12,475,Douglas County,31,31055,11,Jan,5
124,062271003034,Gardena High School,622710,Los Angeles Unified,2011-01-18,2010-2011,2011,10:40 AM,Tuesday,Los Angeles,CALIFORNIA,public,2299,0,2,2,accidental,17,m,,student,0,,NA,,,,NA,,22,610,1490,140,9,NA,NA,0,9-mm Beretta handgun,,33.866372,-118.29633,NA,8,12,1556,Los Angeles County,6,6037,13,Jan,18
125,063078004786,Louisiana Schnell Elementary School,630780,Placerville Union Elementary,2011-02-02,2010-2011,2011,10:37 AM,Wednesday,Placerville,CALIFORNIA,public,424,1,0,1,targeted,44,m,w,janitor,0,,NA,,,,NA,,259,2,121,3,8,0,31,0,.357-caliber revolver,legally purchased by shooter,38.735106,-120.779419,NA,KG,5,264,El Dorado County,6,6017,32,Feb,2
126,180651001136,Martinsville West Middle,1806510,M S D Martinsville Schools,2011-03-25,2010-2011,2011,7:00 AM,Friday,Martinsville,INDIANA,public,584,0,1,1,targeted,15,m,w,former student (expelled),0,,NA,,,,NA,,555,0,13,2,2,0,12,0,9mm handgun,friend's home,39.420621,-86.427053,38.97,6,8,354,Morgan County,18,18109,31,Mar,25
127,120144003884,Sheeler Charter High School,1201440,Orange,2011-04-13,2010-2011,2011,12:00 PM,Wednesday,Apopka,FLORIDA,public,465,0,1,1,accidental,17,m,b,,0,,NA,,,,NA,,104,250,101,2,1,0,7,1,,,28.673157,-81.494124,7,9,12,183,Orange County,12,12065,21,Apr,13
128,482364002572,Ross Elementary School,4823640,Houston Isd,2011-04-19,2010-2011,2011,10:20 AM,Tuesday,Houston,TEXAS,public,462,0,2,2,accidental,6,m,,student,0,,NA,,,,NA,,1,301,145,2,9,1,3,0,.380-caliber semi-automatic,"mother's friend, home shooter was staying",29.800326,-95.341835,27.32,PK,5,263,Harris County,48,48201,11,Apr,19
129,370001100402,Cape Fear High School,3700011,Cumberland County Schools,2011-10-24,2011-2012,2011,1:00 PM,Monday,Fayetteville,NORTH CAROLINA,public,1575,0,1,1,targeted,15,m,,student,0,,NA,,,,NA,,913,437,83,9,71,3,59,0,.22-caliber Daisy rifle,,35.034044,-78.762384,93.86,9,12,690,Cumberland County,37,37051,41,Oct,24
130,481168000648,Cummings Middle School,4811680,Brownsville Isd,2012-01-04,2011-2012,2012,8:00 AM,Wednesday,Brownsville,TEXAS,public,746,1,0,1,targeted,NA,m,,police officer,0,,NA,,,,NA,,3,0,742,0,1,0,0,0,,department issued,25.913899,-97.493734,49.47,6,8,0,Cameron County,48,48061,12,Jan,4
131,483306003674,North Forest High School,4833060,North Forest Isd,2012-01-10,2011-2012,2012,12:30 PM,Tuesday,Houston,TEXAS,public,1274,0,1,1,targeted,18,m,,student,0,,NA,,,,NA,,8,868,395,0,2,1,0,1,handgun,,29.868788,-95.26259,88.68,9,12,1271,Harris County,48,48201,11,Jan,10
132,330299000122,Walpole Elementary School,3302990,Fall Mountain Regional School District,2012-02-10,2011-2012,2012,11:00 AM,Friday,Walpole,NEW HAMPSHIRE,public,149,0,0,0,public suicide (attempted),14,m,,student,0,,NA,,,,NA,,139,0,5,1,1,0,3,0,20-gauge shotgun,,43.078915,-72.426439,15.3,5,8,42,Cheshire County,33,33005,42,Feb,10
133,530066000135,Armin Jahr Elementary School,5300660,Bremerton School District,2012-02-22,2011-2012,2012,1:30 PM,Wednesday,Bremerton,WASHINGTON,public,411,0,1,1,accidental,9,m,w,student,0,,NA,,,,NA,,193,24,69,19,5,22,79,0,.45 caliber handgun,mother,47.593761,-122.63622,25.16,KG,5,310,Kitsap County,53,53035,13,Feb,22
134,390471802789,Chardon High School,3904718,Chardon Local,2012-02-27,2011-2012,2012,7:30 AM,Monday,Chardon,OHIO,public,1058,3,3,6,indiscriminate,17,m,w,"student at neighboring school, rode bus with some victims",0,,NA,,,,NA,,1028,5,9,4,4,0,8,0,Ruger MK III .22 caliber semi-automatic handgun,uncle,41.591297,-81.199958,58,9,12,193,Geauga County,39,39055,31,Feb,27
135,259508,Episcopal School Of Jacksonville,NA,,2012-03-06,2011-2012,2012,1:15 PM,Tuesday,Jacksonville,FLORIDA,private,869,1,0,1,targeted,28,m,w,fired teacher,1,suicide,NA,,,,NA,,753,44,25,5,3,0,39,0,AK-47 assault-style rifle,legally purchased at gun show,30.308617,-81.617917,92.8,6,12,,Duval County,12,12031,11,Mar,6
136,010237000962,Leflore High School,102370,Mobile County,2012-03-15,2011-2012,2012,10:50 AM,Thursday,Mobile,ALABAMA,public,921,0,0,0,targeted,16,m,b,suspended student from different campus,0,,15,m,,,0,,5,912,2,0,1,0,1,0,handgun,,30.714209,-88.086526,56,8,12,774,Mobile County,1,1097,12,Mar,15
137,370072002474,Mary Scroggs Elementary School,3700720,Chapel Hill-Carrboro Schools,2012-05-25,2011-2012,2012,2:00 PM,Friday,Chapel Hill,NORTH CAROLINA,public,614,1,0,1,targeted,49,m,,parent of students,0,,NA,,,,NA,,325,32,106,66,1,0,84,0,Charter Arms .44 Bulldog revolver,,35.879122,-79.068506,42.73,KG,5,135,Orange County,37,37135,13,May,25
138,240012000446,Perry Hall High School,2400120,Baltimore County Public Schools,2012-08-27,2012-2013,2012,10:45 AM,Monday,Baltimore,MARYLAND,public,2209,0,1,1,indiscriminate,15,m,w,student,0,,NA,,,,NA,,1361,508,79,213,2,1,45,1,shotgun,,39.39186,-76.466091,129.6,9,12,550,Baltimore County,24,24005,21,Aug,27
139,172862003002,Normal Community High School,1728620,Mclean County Usd 5,2012-09-07,2012-2013,2012,8:00 AM,Friday,Normal,ILLINOIS,public,1895,0,0,0,indiscriminate,14,m,w,student,0,,NA,,,,NA,,1314,196,145,124,8,5,103,0,.22-caliber Ruger pistol,,40.533285,-88.914486,164,9,12,409,Mclean County,17,17113,41,Sep,7
140,090291000617,Sandy Hook Elementary School,902910,Newtown School District,2012-12-14,2012-2013,2012,9:35 AM,Friday,Newtown,CONNECTICUT,public,454,26,2,28,indiscriminate,20,m,w,former student,1,suicide,NA,,,,NA,,389,15,22,23,0,0,5,0,Bushmaster XM15-E2S rifle,mother,41.41978,-73.277751,35.76,KG,4,23,Fairfield County,9,9001,22,Dec,14
141,A0300763,Apostolic Revival Center And Christian School,NA,,2013-01-07,2012-2013,2013,11:00 AM,Monday,Fort Myers,FLORIDA,private,22,1,0,1,targeted,NA,,,,0,,NA,,,,NA,,0,22,0,0,0,0,0,0,,,26.64062,-81.834212,3,PK,7,,Lee County,12,12071,13,Jan,7
142,063873006511,Taft Union High School,638730,Taft Union High,2013-01-10,2012-2013,2013,9:00 AM,Thursday,Taft,CALIFORNIA,public,939,0,2,2,targeted,16,m,w,student,0,,NA,,,,NA,,487,9,384,6,22,12,19,0,12-gauge shotgun,older brother,35.146256,-119.460383,62.89,9,12,502,Kern County,6,6029,32,Jan,10
143,130012000060,Price Middle School,1300120,Atlanta Public Schools,2013-01-31,2012-2013,2013,1:50 PM,Thursday,Atlanta,GEORGIA,public,403,0,1,1,targeted,15,m,,student,0,,NA,,,,NA,,0,380,20,0,0,0,3,1,small-caliber handgun,,33.708772,-84.387442,36,6,8,384,Fulton County,13,13121,11,Jan,31
144,1056711,La Salle High School,NA,,2013-04-29,2012-2013,2013,8:00 AM,Monday,Cincinnati,OHIO,private,708,0,0,0,public suicide,17,m,,student,0,,NA,,,,NA,,613,71,4,3,0,0,17,0,.45-caliber semi-automatic handgun,family member,39.189162,-84.586704,40.1,9,12,,Hamilton County,39,39061,21,Apr,29
145,120039000578,Redland Middle School,1200390,Dade,2013-05-23,2012-2013,2013,,Thursday,Homestead,FLORIDA,public,493,0,1,1,accidental,11,m,,student,0,,NA,,,,NA,,44,185,257,3,0,0,4,0,.38 caliber handgun,,25.5369,-80.453001,30,6,8,448,Miami-Dade County,12,12086,41,May,23
146,130174003766,Ronald E. Mcnair Discovery Learning Academy,1301740,Dekalb County,2013-08-20,2013-2014,2013,12:51 PM,Tuesday,Decatur,GEORGIA,public,822,0,0,0,targeted and indiscriminate,20,m,w,none apparent,0,,NA,,,,NA,,9,786,23,0,0,0,4,0,".762-caliber AK-47-style weapon, manufactured by Romarm/Cugar",acquaintence of shooter,33.7273,-84.3068,47.8,PK,5,810,Dekalb County,13,13089,21,Aug,20
147,370150000592,Carver High School,3701500,Winston Salem/Forsyth County Schools,2013-08-30,2013-2014,2013,2:25 PM,Friday,Winston-Salem,NORTH CAROLINA,public,565,0,1,1,targeted,18,m,b,student,0,,NA,,,,NA,,23,411,96,4,2,1,28,1,.38 caliber handgun,,36.1343,-80.2066,43.01,9,12,502,Forsyth County,37,37067,12,Aug,30
148,A0300751,Agape Christian Academy,NA,,2013-10-04,2013-2014,2013,2:00 PM,Friday,Pine Hills,FLORIDA,private,331,0,2,2,targeted,NA,,,none,0,,NA,,,,NA,,3,259,4,0,0,65,0,0,,,28.57586,-81.475051,22,K,12,,Orange County,12,12095,21,Oct,4
149,480894000327,Lanier High School,4808940,Austin Isd,2013-10-15,2013-2014,2013,12:04 PM,Tuesday,Austin,TEXAS,public,1554,0,0,0,public suicide,16,m,h,student,1,suicide,NA,,,,NA,,61,138,1273,51,15,0,16,1,handgun,,30.3606,-97.708,108.34,9,12,613,Travis County,48,48453,11,Oct,15
150,320048000247,Sparks Middle School,3200480,Washoe County School District,2013-10-21,2013-2014,2013,7:15 AM,Monday,Sparks,NEVADA,public,721,1,2,3,indiscriminate,12,m,h,student,1,suicide,NA,,,,NA,,146,13,501,26,4,9,22,0,Ruger SR9C semi-automatic handgun (9mm),father,39.5517,-119.7694,35,7,8,538,Washoe County,32,32031,21,Oct,21
151,060846000845,Newman Elementary School,608460,Chino Valley Unified,2013-10-23,2013-2014,2013,11:14 AM,Wednesday,Chino,CALIFORNIA,public,745,0,3,3,accidental,8,m,,student,0,,NA,,,,NA,,75,17,627,21,0,0,5,1,AR-15,police weapon,34.0271,-117.7144,25.5,KG,6,543,San Bernardino County,6,6071,13,Oct,23
152,120144001454,West Orange High School,1201440,Orange,2013-12-04,2013-2014,2013,1:15 PM,Wednesday,Winter Garden,FLORIDA,public,3749,0,1,1,targeted,17,m,b,student,0,,NA,,,,NA,,1927,594,898,211,28,11,80,1,,,28.5428,-81.5673,158,9,12,1255,Orange County,12,12095,21,Dec,4
